R
Px,I,D,Py,I,D,Pz,I,D,FFrx,y,FFdrx,y,satI,satPID,DTermC
155,25,1500,180,25,1800,400,100,0,0,0,0,7,75,10
sysTime,GRawX,GRawY,GRawZ,GPT1X,GPT1Y,GPT2X,GPT2Y,ARawX,ARawY,ARawZ,APT1X,APT1Y,APT1Z,APT2X,APT2Y,APT2Z
207.138,35.119,28.347,-13.257,-6.523,9.508,-18.283,20.467,3.161,3.319,13.069,-0.109,0.365,11.591,-0.728,-0.329,11.180
207.148,-26.405,-18.651,-26.319,-3.612,6.454,-14.430,17.361,3.951,-4.109,-14.528,-0.094,0.421,10.904,-0.650,-0.211,11.321
207.158,23.522,-35.009,-13.135,-0.395,0.681,-11.203,13.907,-5.999,-5.834,25.909,0.069,0.238,10.572,-0.529,-0.094,11.149
207.168,40.857,0.758,-22.413,3.912,-4.605,-8.104,9.409,-2.040,6.559,16.734,-0.139,-0.041,11.171,-0.447,-0.102,11.066
207.179,-50.331,-42.700,-46.583,5.260,-7.214,-4.221,5.619,8.097,6.215,-13.213,0.061,0.191,10.623,-0.413,-0.100,11.174
207.189,17.663,-29.882,-16.065,5.770,-12.891,-1.869,1.400,1.106,-6.480,28.323,0.277,0.431,10.136,-0.313,0.017,10.921
207.199,43.176,28.591,15.551,9.963,-10.384,0.183,-2.142,-1.681,-2.399,8.363,0.229,-0.057,10.869,-0.192,0.068,10.841
207.209,3.136,-29.760,-21.070,11.110,-12.521,3.100,-4.192,4.526,5.072,3.743,0.313,-0.058,10.623,-0.117,0.006,10.891
207.219,48.303,-32.812,0.536,7.553,-17.477,4.083,-7.135,-3.542,-17.660,35.170,0.273,-0.158,11.055,-0.061,0.032,10.767
207.229,-15.174,-69.800,-13.501,8.992,-21.694,5.545,-10.250,-11.682,8.729,-8.420,-0.042,-0.826,11.713,-0.000,-0.124,11.008
207.239,-49.477,-28.417,-31.080,5.673,-23.679,6.576,-13.309,18.709,22.676,9.160,0.300,0.163,10.933,-0.043,-0.232,11.072
207.249,34.143,1.734,-0.805,4.618,-23.684,5.627,-16.109,3.341,-22.007,17.876,0.872,0.623,10.950,0.080,0.044,10.979
207.260,-4.065,-75.660,22.754,4.626,-26.539,5.346,-18.063,-15.605,7.414,-4.950,0.128,0.141,10.750,0.228,0.034,11.036
207.270,26.452,-25.975,3.466,3.201,-29.272,4.961,-20.689,10.188,-9.448,24.896,0.373,0.462,10.800,0.148,0.094,10.922
207.282,-16.395,-39.648,6.884,3.360,-30.969,4.594,-23.640,-9.491,15.052,5.302,0.041,0.311,11.033,0.286,0.100,10.966
207.293,30.603,-18.163,23.242,4.585,-32.192,4.451,-26.448,-7.522,-25.679,24.199,-0.628,-1.059,11.638,0.062,0.079,11.014
207.305,-14.808,-31.103,11.889,2.406,-33.479,4.334,-28.331,18.594,4.224,3.585,0.142,-1.394,11.499,0.031,-0.344,11.193
207.316,40.857,-28.295,28.980,2.486,-33.600,3.092,-30.107,-18.365,-3.470,18.436,-0.664,-1.272,11.564,0.060,-0.435,11.184
207.328,-7.728,-23.290,15.551,0.882,-31.921,2.871,-30.899,14.355,-19.442,2.148,-0.449,-1.580,11.188,-0.200,-0.687,11.320
207.339,-18.348,-50.756,13.232,-2.355,-32.475,1.297,-31.171,-10.705,14.966,3.254,-0.617,-1.376,10.873,-0.081,-0.946,11.198
207.351,31.701,-8.397,33.741,-2.045,-28.470,-0.039,-30.866,-9.980,-20.685,18.350,-0.733,-1.969,11.067,-0.284,-1.011,11.140
207.362,-32.753,-12.791,1.757,-3.540,-25.386,-0.650,-29.307,20.412,9.987,-0.373,0.427,-1.453,10.501,-0.236,-1.294,11.098
207.374,11.193,-1.683,16.040,-4.410,-21.732,-2.493,-27.386,-11.934,3.556,10.188,0.006,-0.840,10.327,-0.059,-1.103,10.871
207.386,8.751,21.755,-0.683,-2.036,-16.479,-2.181,-24.474,16.367,-16.360,25.154,0.661,-1.789,11.085,-0.059,-1.199,10.853
207.398,-54.848,-8.763,-13.135,-2.634,-16.153,-2.086,-21.929,18.242,20.391,-5.352,1.214,-0.964,10.397,0.197,-1.278,10.892
207.410,35.730,2.955,31.787,1.392,-15.810,-2.218,-20.522,-3.808,-10.403,9.857,0.998,-1.044,9.920,0.412,-1.087,10.572
207.422,-19.569,-27.807,-0.317,0.002,-15.934,-0.596,-18.631,4.778,-6.222,35.221,0.792,-1.159,10.501,0.466,-1.126,10.515
207.434,-73.159,-42.700,-14.966,-2.670,-14.912,-0.823,-17.448,9.103,12.034,-29.257,1.294,-0.313,8.773,0.625,-1.037,10.415
207.446,57.825,-1.927,16.650,3.872,-13.079,-0.521,-16.576,-12.933,-0.603,38.820,0.802,-0.294,10.080,0.740,-0.852,10.028
207.458,-25.673,-57.715,-20.459,5.786,-15.517,2.162,-15.428,6.962,-1.458,2.026,0.361,-0.403,10.614,0.563,-0.784,10.350
207.468,65.760,19.557,11.645,8.758,-15.309,2.782,-15.802,-8.521,0.165,41.723,0.396,-0.674,11.032,0.614,-0.700,10.224
207.479,-16.395,-12.913,-8.984,14.653,-13.496,6.653,-15.056,25.506,-6.193,-13.924,0.886,-0.461,10.687,0.482,-0.669,10.624
207.491,42.078,9.181,-6.421,20.056,-13.965,9.985,-14.871,-7.594,13.177,20.779,0.888,0.156,10.321,0.706,-0.521,10.441
207.502,13.146,-7.542,3.710,23.933,-12.860,14.329,-14.415,14.851,-17.150,-4.497,0.790,-0.076,10.266,0.614,-0.386,10.515
207.514,6.798,-17.796,-10.693,25.013,-14.756,17.498,-14.449,-6.021,25.844,12.681,0.850,0.862,9.908,0.781,-0.264,10.323
207.525,25.231,1.734,-10.327,27.147,-15.423,20.328,-14.825,22.597,-8.708,1.573,1.140,1.069,9.778,0.685,0.065,10.261
207.537,21.447,-21.947,-19.849,30.176,-15.330,22.888,-14.910,0.926,27.209,12.566,1.492,1.264,9.608,0.937,0.254,10.103
207.547,23.522,-27.318,-6.055,30.892,-16.675,24.950,-14.996,8.931,-0.977,4.562,1.174,1.670,9.453,0.967,0.449,10.016
207.559,23.889,-19.017,-6.421,30.637,-16.928,26.516,-15.685,-5.130,4.382,-1.508,1.205,1.496,9.030,1.052,0.780,9.839
207.569,26.696,-23.900,-8.618,31.635,-17.509,27.828,-15.863,-3.491,7.486,11.165,0.542,1.199,8.797,1.039,0.797,9.678
207.581,53.675,0.880,3.588,31.769,-15.900,29.030,-16.117,-1.516,-21.677,5.834,0.531,0.704,8.753,0.907,0.938,9.441
207.593,10.949,-23.412,-10.205,29.019,-15.770,29.397,-15.934,0.955,6.057,2.953,0.451,0.170,8.511,0.855,0.705,9.339
207.605,37.195,12.721,-0.317,27.153,-11.502,28.393,-15.170,1.020,-10.914,11.064,0.332,-0.420,9.143,0.740,0.579,9.132
207.615,14.001,-10.960,-6.421,24.906,-8.655,27.700,-13.538,-3.491,-4.835,-2.945,0.018,-0.876,8.732,0.670,0.372,9.173
207.626,18.395,-22.435,-8.862,19.618,-7.454,26.150,-11.881,-5.410,-2.586,20.053,0.018,-0.934,8.271,0.565,0.123,8.989
207.636,15.221,8.082,-21.802,18.219,-5.597,24.262,-10.576,0.136,0.912,22.510,-0.062,-0.737,8.645,0.458,-0.007,8.832
207.646,4.601,23.952,6.640,16.712,-2.315,22.310,-9.021,3.269,4.196,-1.027,-0.077,-0.688,9.243,0.381,-0.137,8.904
207.656,-6.019,-11.082,-3.491,12.812,-0.291,20.399,-6.667,4.397,-11.948,2.478,0.066,-0.525,8.756,0.307,-0.155,8.962
207.666,16.198,1.612,-14.600,8.816,1.677,17.731,-4.738,-6.696,-3.879,21.045,0.219,-0.758,8.609,0.285,-0.248,8.847
207.676,-9.315,6.984,-14.356,5.939,3.435,15.056,-2.844,-3.800,11.517,17.330,-0.082,-0.911,9.190,0.264,-0.407,8.830
207.686,-30.555,30.422,-4.224,4.393,7.634,12.694,-0.704,10.885,7.968,-7.321,-0.145,-0.290,9.429,0.162,-0.458,8.988
207.696,11.925,22.487,-10.571,1.846,10.364,10.157,2.032,2.931,-22.582,9.469,0.344,-0.145,8.741,0.159,-0.285,9.006
207.707,26.330,30.056,9.326,0.177,12.924,7.385,4.401,-17.057,4.447,20.491,-0.009,-0.625,8.913,0.235,-0.370,8.879
207.718,-5.774,14.918,-7.764,-1.610,15.597,5.316,7.006,4.907,-1.422,1.393,-0.389,-0.556,9.290,0.109,-0.432,8.983
207.729,-11.512,12.965,-25.464,-4.848,17.810,3.110,9.574,-7.479,-8.097,12.911,-0.327,-0.760,9.112,0.019,-0.423,9.044
207.740,-35.072,36.648,-19.117,-8.035,20.551,0.731,11.980,-0.201,24.910,14.851,-0.406,-0.367,9.396,-0.018,-0.557,9.017
207.751,-24.208,47.512,-25.220,-8.818,25.116,-1.330,14.876,17.890,-14.923,-1.810,0.035,-0.154,9.254,-0.128,-0.413,9.166
207.762,-23.597,52.517,-4.346,-11.235,28.308,-3.809,17.717,-4.670,20.836,11.187,0.164,-0.101,9.177,-0.027,-0.453,9.119
207.774,-26.893,60.208,-25.709,-13.417,32.923,-6.009,21.060,23.056,-7.048,-3.506,0.557,0.161,9.042,-0.040,-0.323,9.165
207.785,-19.813,39.699,-18.262,-13.736,34.886,-8.010,24.334,-13.062,-4.972,13.586,0.710,-0.269,8.839,0.157,-0.236,9.101
207.796,-10.657,35.061,3.588,-12.217,35.707,-9.187,27.171,3.685,5.733,4.267,0.376,-0.189,8.896,0.210,-0.316,9.051
207.807,36.584,55.081,-6.543,-11.739,38.764,-10.303,29.799,-13.543,-14.449,22.855,0.377,-0.609,8.957,0.284,-0.234,8.983
207.818,-19.325,19.923,-16.675,-9.214,40.344,-9.789,32.581,-7.048,18.602,10.245,0.027,-0.679,9.180,0.298,-0.440,9.001
207.829,-5.042,49.221,-8.130,-9.031,39.115,-9.603,34.079,6.229,-8.586,9.211,0.093,-0.656,9.209,0.180,-0.412,9.048
207.840,-21.766,39.455,3.100,-7.978,41.134,-9.245,35.793,-3.190,19.284,10.511,0.145,-0.560,9.191,0.234,-0.522,9.071
207.851,-7.239,72.904,-7.153,-8.192,44.212,-9.021,37.479,16.748,-14.470,-3.693,0.424,-0.399,8.930,0.174,-0.461,9.092
207.863,41.223,52.395,10.302,-2.543,45.554,-8.279,39.392,-18.343,1.882,19.694,0.250,-0.728,8.995,0.298,-0.466,9.012
207.873,4.601,27.858,-8.740,0.377,45.808,-6.070,41.213,5.690,9.081,5.841,-0.087,0.177,9.105,0.198,-0.500,9.052
207.884,-10.047,54.470,-3.979,0.396,47.078,-4.455,42.507,3.714,-3.168,6.049,0.220,0.152,8.949,0.144,-0.314,9.064
207.895,-4.432,36.281,6.396,1.824,46.318,-2.996,43.688,1.645,12.961,8.873,0.235,0.209,8.965,0.220,-0.307,9.025
207.906,38.049,49.587,6.884,7.052,46.588,-0.975,44.384,-0.761,-22.050,1.796,0.173,-0.065,8.810,0.174,-0.159,9.034
207.917,47.327,25.295,7.373,10.869,41.272,1.542,44.043,-13.536,15.871,34.114,-0.151,-0.251,9.311,0.208,-0.246,8.938
207.928,-23.353,20.534,3.832,12.828,37.302,4.644,42.646,19.514,-7.486,-19.802,0.100,-0.097,9.011,0.064,-0.204,9.139
207.939,63.563,36.526,22.143,15.961,31.454,6.590,40.095,-9.886,-0.768,31.132,0.319,-0.183,8.862,0.162,-0.148,8.969
207.950,31.701,-4.490,17.138,19.736,26.669,9.564,37.286,-3.678,-7.774,-1.372,0.033,-0.554,9.259,0.166,-0.200,9.044
207.961,-18.226,-4.002,-8.984,16.323,20.867,12.129,33.818,2.213,6.401,20.642,0.080,-0.545,9.159,0.113,-0.299,9.076
207.972,28.894,33.107,31.665,18.190,18.525,13.124,29.988,6.789,2.902,-3.506,0.347,-0.471,9.054,0.144,-0.314,9.063
207.982,11.925,-25.975,5.419,17.379,12.680,14.520,26.527,-12.092,-0.086,7.565,-0.087,-0.558,9.092,0.183,-0.387,9.125
207.993,16.808,12.843,6.884,15.369,5.239,14.878,21.405,15.907,-1.631,17.344,-0.200,-0.420,8.973,0.012,-0.396,9.048
208.003,-2.723,-18.285,12.988,12.862,0.452,14.465,16.508,-6.574,4.620,1.365,-0.035,-0.465,8.910,0.063,-0.390,9.076
208.014,24.621,-12.425,22.754,10.349,-5.576,13.408,11.348,2.385,2.536,10.238,-0.312,-0.381,8.913,0.005,-0.459,9.006
208.024,-34.706,-23.778,-2.881,6.002,-11.280,12.447,6.052,7.882,-13.378,7.472,0.047,-0.358,8.630,-0.082,-0.351,9.020
208.035,14.733,-12.425,26.538,3.624,-15.538,9.912,0.747,-12.049,3.412,24.867,-0.059,-0.826,9.005,0.022,-0.417,8.860
208.045,-10.291,-36.840,19.092,0.705,-17.435,7.849,-3.461,2.306,-6.279,-3.829,-0.258,-0.910,9.145,-0.037,-0.495,8.972
208.056,-26.527,-34.765,-1.172,-3.781,-20.156,5.612,-7.319,-0.244,0.754,13.824,0.079,-0.992,8.469,-0.052,-0.585,8.930
208.067,4.845,6.984,32.886,-4.532,-21.924,2.623,-11.273,2.435,1.566,20.513,-0.014,-1.125,9.461,-0.023,-0.663,8.854
208.077,-32.020,-66.748,2.368,-8.115,-25.747,0.466,-14.222,-6.042,-10.145,-7.917,-0.188,-1.241,9.211,-0.014,-0.731,9.054
208.088,8.141,-29.638,35.694,-11.116,-28.376,-2.381,-17.692,-7.939,-1.609,29.135,-0.496,-1.200,9.251,-0.080,-0.836,8.962
208.099,-46.547,-40.991,13.720,-15.749,-30.864,-5.190,-20.860,1.020,8.816,-3.800,-0.461,-0.967,9.372,-0.164,-0.893,9.112
208.110,-68.521,-52.465,-3.369,-21.686,-33.908,-8.493,-23.702,6.150,4.138,5.431,-0.449,-0.579,8.743,-0.224,-0.879,9.102
208.121,-8.338,-11.693,24.341,-26.115,-35.357,-13.093,-26.782,3.017,-10.720,9.433,-0.172,-0.638,8.739,-0.245,-0.768,8.979
208.132,-37.147,-61.255,3.710,-27.714,-37.228,-16.482,-28.969,-9.728,3.822,7.738,-0.302,-0.845,8.776,-0.185,-0.799,8.981
208.143,-33.485,-51.123,12.622,-29.497,-39.236,-19.321,-31.271,-0.948,-11.546,19.500,-0.515,-0.844,8.904,-0.251,-0.806,8.910
208.154,-35.805,-46.972,13.232,-30.533,-40.016,-22.028,-33.514,-8.492,2.392,1.070,-0.595,-0.957,8.998,-0.302,-0.823,8.962
208.165,-65.347,-39.159,-7.886,-32.260,-40.761,-24.123,-35.269,7.716,17.768,7.213,-0.771,-0.784,8.637,-0.399,-0.908,8.947
208.176,-38.490,-31.469,17.016,-35.772,-41.532,-26.964,-36.912,8.169,-13.752,10.202,-0.349,-0.574,8.632,-0.434,-0.793,8.857
208.186,-23.353,-41.967,34.229,-34.298,-41.470,-29.188,-38.057,-5.410,1.185,-4.023,-0.182,-0.856,8.470,-0.354,-0.785,8.847
208.197,-15.540,-50.634,4.687,-32.758,-42.939,-30.135,-38.979,-1.731,2.033,19.399,-0.281,-0.830,8.088,-0.325,-0.835,8.694
208.208,-13.709,-70.288,2.978,-31.211,-46.765,-30.513,-40.527,-6.574,-7.630,20.384,-0.422,-0.590,8.516,-0.331,-0.784,8.585
208.218,-41.542,-46.240,6.884,-29.804,-48.756,-30.298,-42.668,5.395,9.103,-1.422,-0.515,-0.770,9.136,-0.391,-0.811,8.711
208.229,-45.204,-55.884,-17.285,-28.271,-50.522,-29.687,-44.389,14.873,3.879,6.509,0.013,-0.366,8.773,-0.401,-0.746,8.774
208.239,8.019,-55.884,19.580,-25.033,-53.151,-29.141,-46.371,-8.169,-8.923,17.754,0.213,-0.598,8.676,-0.252,-0.665,8.689
208.250,6.676,-61.987,24.219,-18.805,-54.760,-27.158,-48.276,-11.452,7.623,9.239,-0.230,-0.684,9.225,-0.163,-0.731,8.740
208.260,7.531,-73.828,-7.764,-14.312,-57.390,-24.138,-50.187,7.206,-9.354,4.030,-0.420,-0.357,8.933,-0.264,-0.652,8.839
208.271,12.536,-75.171,-7.764,-8.637,-59.463,-20.661,-52.383,-8.370,-7.048,15.059,-0.359,-0.740,8.852,-0.282,-0.601,8.830
208.282,-20.301,-62.964,-0.805,-2.984,-57.511,-16.314,-53.827,-5.108,26.699,5.891,-0.515,-0.330,9.062,-0.286,-0.725,8.860
208.293,13.512,-53.442,-20.459,2.158,-58.037,-11.932,-54.860,11.208,-2.292,14.291,-0.503,0.130,9.319,-0.367,-0.584,8.922
208.304,31.457,-35.619,-8.374,7.620,-57.708,-7.735,-55.824,3.154,4.282,5.561,-0.221,0.143,9.422,-0.351,-0.424,9.008
208.316,2.770,-71.387,-28.272,12.244,-58.251,-2.811,-56.311,8.255,8.054,-0.409,0.024,0.243,8.980,-0.338,-0.368,9.091
208.327,41.467,-32.934,-9.229,18.361,-55.710,1.755,-56.632,-5.625,6.308,15.534,0.140,0.427,8.875,-0.233,-0.236,8.983
208.338,-6.873,-54.541,-24.244,21.895,-54.804,6.909,-56.184,13.004,11.805,0.438,-0.076,0.880,8.912,-0.255,-0.122,9.023
208.349,47.693,-40.380,-13.013,24.830,-54.061,10.931,-55.801,10.116,-9.922,12.430,0.308,0.725,8.839,-0.239,0.136,8.988
208.360,27.429,-41.357,-10.693,32.190,-49.484,15.745,-54.660,-3.412,20.211,-3.412,0.408,0.591,8.616,-0.094,0.125,8.981
208.371,18.884,-16.698,-25.831,39.104,-43.477,21.566,-52.357,11.136,9.556,10.540,0.469,1.197,8.304,-0.061,0.233,8.871
208.381,64.539,9.181,-7.642,42.488,-36.500,26.181,-49.117,-2.629,1.113,15.771,0.487,1.416,8.596,0.082,0.483,8.748
208.392,39.270,-11.327,-24.244,47.425,-29.369,31.188,-44.694,10.662,4.447,-7.996,0.371,1.330,8.565,0.119,0.594,8.801
208.403,75.892,26.393,-13.623,51.764,-21.916,35.741,-39.774,14.298,-15.663,14.032,0.740,1.175,8.314,0.135,0.808,8.692
208.414,46.716,22.731,-21.192,55.033,-11.500,40.176,-33.484,3.427,19.715,3.693,1.038,1.023,8.320,0.301,0.782,8.649
208.425,35.730,33.474,-23.389,57.126,-0.497,44.589,-25.934,6.100,-0.316,5.007,1.273,1.573,8.015,0.442,0.884,8.574
208.436,105.190,77.909,2.856,64.350,11.658,48.471,-17.797,-7.256,-1.293,17.100,1.110,1.472,8.344,0.629,1.036,8.438
208.447,60.877,53.738,-11.304,67.409,21.302,53.102,-8.656,19.141,-2.277,-0.114,1.017,1.326,8.437,0.637,1.105,8.501
208.458,98.842,84.745,10.791,71.007,31.624,56.959,0.439,5.259,-12.006,8.614,1.428,0.725,8.259,0.732,1.165,8.452
208.469,57.947,71.683,-15.332,75.114,40.535,61.328,9.704,-1.013,23.868,2.967,1.374,0.694,8.161,0.874,0.969,8.416
208.480,65.516,79.862,-14.478,75.255,49.342,65.002,19.076,9.865,-7.134,17.783,1.467,1.066,8.268,0.948,1.012,8.353
208.491,100.673,105.131,7.861,76.754,56.731,67.337,27.616,0.668,-5.589,0.919,1.383,0.775,8.397,1.059,1.050,8.365
208.502,50.989,96.220,1.635,76.773,64.020,69.821,36.088,11.460,5.108,-1.832,1.184,0.577,8.207,1.044,0.958,8.398
208.513,65.638,84.256,-13.135,74.744,67.426,71.102,43.636,2.284,2.529,19.471,1.390,0.549,8.191,1.105,0.919,8.292
208.524,68.934,84.501,4.077,74.540,72.430,71.795,50.491,-5.841,2.816,5.065,1.023,0.657,8.778,1.176,0.852,8.355
208.535,73.451,94.389,0.658,73.875,75.239,72.414,56.471,11.000,-8.830,-3.182,0.943,0.587,8.463,1.091,0.843,8.446
208.546,89.442,90.116,5.664,72.073,75.374,72.101,61.062,-4.979,-5.841,25.212,1.010,0.112,8.507,1.101,0.796,8.373
208.557,72.352,53.616,21.533,72.676,75.700,72.250,65.036,-7.975,-1.530,4.210,0.541,-0.231,8.917,1.102,0.608,8.455
208.568,81.141,71.195,15.185,71.545,75.302,72.109,67.809,4.627,-12.207,0.725,0.339,-0.486,8.601,0.940,0.464,8.553
208.579,99.208,68.265,15.185,71.716,72.132,71.666,69.040,-11.093,-2.809,27.260,0.200,-0.844,8.687,0.859,0.273,8.465
208.590,88.954,39.211,30.322,73.899,70.270,72.028,69.738,-7.795,-6.394,3.125,-0.288,-1.087,9.179,0.735,0.054,8.596
208.601,52.210,22.609,-4.956,71.512,64.808,72.328,69.143,-1.681,-2.751,-3.606,-0.556,-1.111,8.801,0.506,-0.154,8.731
208.612,68.079,33.352,6.274,68.902,57.189,71.748,66.687,-4.591,4.943,29.077,-0.458,-0.944,9.129,0.334,-0.337,8.660
208.623,81.263,25.905,5.541,70.183,51.718,71.189,63.376,-3.103,-4.404,4.648,-0.570,-0.965,9.589,0.194,-0.420,8.821
208.633,53.553,-11.327,-13.135,69.498,43.240,71.141,59.322,-5.374,5.604,4.670,-0.871,-0.940,9.352,0.042,-0.547,8.986
208.644,48.548,16.627,16.650,66.168,36.530,70.236,54.023,7.350,5.949,14.485,-0.844,-0.476,9.275,-0.171,-0.595,8.982
208.655,47.815,15.773,3.222,62.047,31.798,68.484,48.781,-4.117,0.948,7.386,-0.553,-0.382,9.475,-0.246,-0.516,9.080
208.666,32.556,-13.524,-17.041,59.029,24.596,66.580,43.467,-0.021,17.517,13.213,-0.766,-0.060,9.602,-0.290,-0.542,9.156
208.677,48.181,-3.148,-15.821,56.284,16.787,64.225,37.266,12.696,-11.043,2.507,-0.567,0.124,9.496,-0.440,-0.395,9.261
208.688,50.012,-10.350,-2.514,54.440,10.215,61.843,30.884,-14.786,7.802,16.482,-0.530,-0.111,9.545,-0.400,-0.344,9.264
208.699,11.071,-25.975,2.978,49.171,3.055,59.264,24.445,5.209,20.922,7.170,-1.242,0.054,10.065,-0.534,-0.390,9.384
208.710,26.452,-44.042,-33.643,44.691,-6.357,56.092,17.573,6.531,-5.130,12.552,-1.001,0.243,9.884,-0.683,-0.233,9.502
208.721,50.745,-58.203,2.001,42.697,-16.458,52.691,9.899,-6.057,4.361,22.848,-0.838,0.129,10.284,-0.685,-0.193,9.530
208.732,11.803,-79.200,15.307,40.647,-23.320,50.132,2.357,-3.585,3.089,-7.199,-1.036,0.094,10.309,-0.736,-0.173,9.744
208.743,23.400,-69.678,-10.327,37.690,-31.081,47.470,-5.193,-1.357,6.337,17.775,-1.209,0.157,10.071,-0.824,-0.151,9.794
208.754,31.213,-59.424,3.100,31.792,-39.279,43.801,-13.265,4.749,-0.107,18.954,-1.241,0.146,10.410,-0.943,-0.091,9.821
208.765,6.310,-105.079,-7.764,29.655,-47.782,40.662,-21.013,-11.726,0.423,1.472,-1.339,-0.122,10.480,-0.959,-0.086,10.001
208.775,16.320,-111.427,-3.857,26.783,-58.166,37.631,-29.334,-3.218,3.491,15.023,-1.630,-0.119,10.381,-1.058,-0.150,10.053
208.786,35.486,-76.514,6.396,23.300,-63.778,34.249,-37.700,-3.621,-12.056,10.576,-1.649,-0.448,10.536,-1.193,-0.127,10.113
208.797,21.569,-91.651,2.245,23.597,-66.885,31.664,-44.619,-7.939,13.572,11.345,-1.767,-0.530,10.599,-1.246,-0.267,10.206
208.808,34.753,-87.257,15.185,20.592,-71.564,28.939,-50.825,6.732,-11.999,19.105,-1.598,-0.315,10.759,-1.363,-0.240,10.249
208.818,39.514,-96.046,25.684,21.117,-75.402,26.641,-56.573,-13.436,-19.636,8.291,-1.444,-1.334,11.041,-1.323,-0.277,10.387
208.829,-1.380,-89.576,15.063,18.777,-77.527,25.070,-61.509,-2.536,12.379,10.396,-1.550,-1.276,10.887,-1.340,-0.550,10.496
208.840,24.621,-46.972,14.697,14.062,-77.654,22.386,-65.791,5.999,-9.477,21.591,-1.110,-0.907,11.331,-1.372,-0.557,10.540
208.850,-8.460,-62.109,-15.332,11.553,-74.933,19.714,-68.136,-3.635,-2.026,0.984,-0.979,-1.429,11.307,-1.261,-0.635,10.729
208.862,28.649,-71.753,-11.426,9.708,-72.606,16.564,-69.469,4.447,-6.631,27.655,-0.727,-1.191,11.299,-1.180,-0.773,10.757
208.874,-8.582,-102.150,-15.454,5.975,-73.152,13.655,-70.393,-2.859,-1.530,-9.038,-0.777,-1.264,11.181,-1.051,-0.867,11.001
208.885,24.011,-53.320,4.687,4.910,-67.479,10.984,-70.000,-13.119,-13.335,33.748,-1.037,-1.563,11.345,-0.986,-0.949,10.908
208.897,-47.280,-48.559,-40.846,-0.895,-60.550,8.109,-67.647,15.361,0.704,-10.533,-0.280,-1.265,10.709,-0.963,-1.099,11.113
208.909,48.670,-73.096,7.739,-0.514,-59.606,4.212,-65.229,-21.296,-2.356,24.587,-1.093,-1.400,11.377,-0.801,-1.095,10.942
208.921,0.206,-6.444,-27.051,-2.879,-54.058,2.516,-62.712,5.194,-20.793,17.711,-1.126,-2.222,11.950,-1.013,-1.237,11.228
208.933,-48.500,-59.057,-25.220,-7.815,-47.185,-0.463,-58.229,-0.007,18.645,-3.082,-1.224,-1.169,11.330,-0.942,-1.409,11.285
208.943,-16.029,-21.825,-21.802,-8.792,-42.164,-1.985,-54.804,6.344,-18.860,14.262,-0.965,-0.776,11.174,-1.046,-1.251,11.271
208.955,-45.326,-23.778,-22.046,-9.990,-34.861,-4.347,-49.338,-3.420,18.853,-3.786,-1.074,-0.166,10.481,-0.959,-1.126,11.206
208.967,36.462,4.908,0.781,-4.133,-25.919,-5.462,-43.145,-10.971,-6.797,12.925,-1.265,0.206,10.202,-0.995,-0.754,10.861
208.979,13.634,-37.817,-22.413,-0.487,-20.881,-3.590,-36.255,0.201,-2.874,19.960,-1.169,-0.209,10.879,-1.121,-0.663,10.945
208.991,-62.539,10.524,-27.906,-3.570,-14.081,-3.247,-30.313,15.670,14.786,-25.894,-0.642,0.131,10.342,-1.065,-0.591,10.922
209.003,62.708,18.092,5.541,3.680,-4.692,-2.261,-23.206,-25.550,2.371,39.970,-1.299,-0.000,11.758,-0.956,-0.374,10.812
209.013,-60.464,9.059,-49.025,2.898,-0.656,-0.280,-17.971,26.886,13.479,-18.041,-1.840,0.060,12.187,-1.232,-0.416,11.190
209.024,58.313,4.786,-9.717,4.389,2.695,0.364,-13.110,-17.373,-25.083,32.907,-1.202,-0.229,11.607,-1.192,-0.217,11.180
209.035,-42.519,-32.812,-33.765,4.858,2.904,2.033,-8.861,10.145,8.370,-5.575,-1.253,-0.671,11.515,-1.230,-0.393,11.340
209.045,52.088,37.258,22.021,5.076,8.298,2.199,-5.204,-15.009,-23.998,29.135,-0.749,-0.580,11.412,-1.130,-0.306,11.243
209.056,-57.290,28.957,-37.184,2.317,13.790,3.073,-0.731,12.236,16.913,-8.205,-0.534,-0.410,11.106,-1.081,-0.426,11.367
209.067,57.703,87.797,12.744,1.209,17.815,1.558,3.021,-6.057,-1.365,31.147,-0.391,-0.013,11.412,-0.930,-0.310,11.183
209.078,-88.052,45.071,-39.015,-0.608,22.165,2.204,7.486,17.624,3.398,-1.860,0.008,0.067,11.286,-0.877,-0.273,11.364
209.089,73.451,51.174,2.612,0.042,24.617,0.536,11.349,-8.686,0.244,17.502,-0.041,-0.059,11.350,-0.643,-0.207,11.220
209.100,-54.238,2.223,-24.000,0.459,26.556,1.655,15.306,-1.918,-13.163,14.521,-0.321,-0.520,11.403,-0.638,-0.228,11.350
209.111,64.295,32.741,20.434,3.950,29.326,1.254,18.515,-12.329,8.478,20.987,-1.136,-0.510,12.633,-0.600,-0.335,11.379
209.122,-45.326,-11.449,-12.036,-2.978,25.404,1.507,20.821,-1.860,-12.027,17.035,-1.267,-0.658,12.571,-0.787,-0.338,11.673
209.133,-8.338,70.218,4.321,-3.382,29.112,-0.078,22.342,10.102,8.420,0.007,-1.510,-0.504,13.230,-0.897,-0.420,11.913
