R
Px,I,D,Py,I,D,Pz,I,D,FFrx,y,FFdrx,y,satI,satPID,DTermC
175,25,1600,200,25,1900,1200,500,0,0,0,0,7,75,10
sysTime,GRawX,GRawY,GRawZ,GPT1Y,GPT1X,GPT2X,GPT2Y
90.880,58.217,-22.655,-24.385,44.634,-19.653,35.830,-18.155
90.892,60.415,-18.138,-10.834,49.198,-17.993,40.179,-18.301
90.904,59.072,-11.546,-19.379,52.930,-15.706,44.554,-17.603
90.916,60.170,-15.941,-22.798,55.407,-14.861,48.359,-16.598
90.928,57.241,-8.250,-18.769,56.226,-13.656,51.310,-15.754
90.940,45.155,-9.715,-15.473,53.400,-11.734,52.606,-14.443
90.952,42.714,-4.100,-20.600,50.594,-9.012,52.351,-12.722
90.962,28.675,-12.767,-25.483,45.558,-7.700,50.845,-11.171
90.974,-16.003,-30.834,-10.956,23.431,-16.077,43.499,-11.907
90.985,-29.431,-9.715,-10.834,3.523,-16.121,30.852,-13.694
90.997,-34.802,-7.762,-7.905,-10.457,-13.684,17.029,-14.059
91.009,-48.963,0.294,-5.829,-23.946,-9.720,3.314,-12.963
91.021,-57.386,0.050,-8.881,-36.731,-6.625,-10.281,-11.005
91.033,-73.011,5.909,-7.782,-47.985,-3.979,-22.929,-8.699
91.045,-85.707,0.172,-6.806,-60.534,-1.788,-35.485,-6.246
91.055,-103.774,0.050,-1.923,-71.650,-1.099,-45.672,-4.649
91.067,-102.675,1.392,6.621,-82.918,-0.216,-58.407,-3.133
91.079,-123.672,-6.175,8.819,-95.934,-1.360,-70.823,-2.250
91.091,-88.393,-2.879,10.161,-101.196,-2.326,-82.204,-1.985
91.103,-86.806,-4.100,8.819,-103.253,-3.296,-90.540,-2.424
91.115,-95.473,-9.837,19.683,-102.730,-4.965,-95.473,-3.150
91.127,-100.722,-6.908,15.411,-102.122,-5.570,-98.275,-4.070
91.139,-93.886,-1.048,20.416,-99.249,-3.994,-99.168,-4.417
91.150,-88.515,-4.954,28.228,-95.374,-3.900,-98.322,-4.386
91.161,-81.068,3.468,19.439,-92.125,-2.706,-96.777,-4.005
91.172,-71.546,-3.001,19.195,-84.490,-0.750,-93.140,-2.878
91.184,-55.921,4.810,21.026,-75.898,0.721,-87.761,-1.673
91.196,-40.540,6.886,28.228,-64.831,2.950,-80.646,-0.243
91.208,-25.769,13.111,15.044,-52.720,5.396,-71.777,1.557
91.221,-9.289,13.844,20.172,-40.256,7.712,-61.533,3.590
91.231,1.575,16.896,13.824,-28.730,10.081,-52.351,5.399
91.241,9.876,23.244,19.073,-17.164,13.301,-42.411,7.528
91.251,30.995,25.563,17.120,-3.951,14.714,-31.684,9.503
91.261,46.742,22.633,16.998,9.218,15.801,-20.152,11.307
91.271,53.578,25.075,11.626,21.801,17.670,-8.238,13.032
91.281,66.640,21.168,9.551,34.975,19.374,4.083,14.930
91.291,73.965,20.070,14.556,46.760,19.933,16.357,16.496
91.301,88.247,17.750,0.762,58.633,19.389,28.411,17.448
91.311,97.159,19.215,7.842,70.442,19.731,40.491,18.166
91.321,102.164,22.877,4.424,80.325,19.517,52.070,18.534
91.333,117.301,25.563,7.964,92.020,20.357,65.571,19.175
91.345,122.916,18.361,5.034,102.478,20.311,78.208,19.585
91.356,116.569,19.581,9.185,107.702,19.035,87.077,19.474
91.368,118.156,12.135,-0.946,112.175,17.385,96.148,19.066
91.379,105.826,-3.856,-4.731,113.754,11.879,103.147,17.179
91.391,115.958,-13.011,-9.858,112.119,2.562,106.652,12.785
91.403,93.863,-15.941,-17.670,109.511,-4.847,108.313,7.056
91.415,88.980,-20.336,-15.961,102.624,-10.654,107.072,1.120
91.427,69.570,-24.730,-5.097,93.742,-14.448,103.449,-4.110
91.439,56.996,-19.115,-23.286,82.218,-16.450,96.981,-8.464
91.451,34.047,-24.120,-19.502,66.725,-18.601,87.605,-12.054
91.461,-12.096,-48.169,-23.896,47.585,-24.888,77.301,-15.216
91.473,-27.112,-42.797,-17.670,19.738,-33.446,59.075,-21.200
91.485,-38.098,-31.567,-17.793,-0.729,-35.373,38.975,-26.454
91.497,-49.085,-33.276,-28.047,-17.594,-35.585,19.650,-30.002
91.509,-51.160,-28.515,-22.675,-29.537,-33.780,2.598,-31.682
91.521,-53.846,-23.144,-18.281,-39.177,-29.724,-12.156,-31.429
91.533,-69.837,-22.167,-22.309,-48.060,-25.638,-24.438,-29.645
91.545,-68.006,-18.261,-24.018,-55.241,-22.498,-35.185,-27.347
91.555,-66.908,-19.359,-24.262,-59.086,-20.773,-42.391,-25.376
91.567,-70.692,-11.302,-21.089,-62.703,-17.218,-49.649,-22.706
91.579,-70.448,-4.100,-5.829,-65.592,-11.457,-55.279,-19.226
91.591,-71.546,-0.072,-5.585,-68.779,-6.264,-59.963,-14.983
91.603,-75.941,7.008,4.912,-71.391,-0.861,-63.923,-10.255
91.614,-72.523,4.933,-0.458,-67.998,2.131,-66.005,-5.835
91.626,-75.697,6.519,4.912,-68.578,4.214,-66.835,-2.299
91.638,-83.632,10.426,6.621,-69.992,6.944,-67.676,0.956
91.650,-77.528,-0.316,11.993,-71.790,6.599,-68.970,3.325
91.660,-82.289,-5.077,18.340,-74.094,4.176,-70.261,3.953
91.672,-89.736,-14.476,11.138,-76.551,-0.555,-72.164,3.052
91.684,-86.440,-10.326,26.764,-79.606,-4.561,-74.564,0.689
91.696,-82.167,-19.603,26.031,-81.425,-9.026,-76.956,-2.420
91.708,-78.505,-15.087,22.369,-79.721,-11.109,-78.198,-5.479
91.720,-65.809,-11.424,17.974,-76.022,-11.567,-78.035,-7.749
91.732,-59.705,-10.204,25.299,-71.846,-10.785,-76.417,-9.029
91.744,-53.846,-2.513,22.125,-64.910,-8.261,-72.924,-9.028
91.754,-46.888,-4.588,16.509,-60.270,-6.873,-69.506,-8.493
91.766,-40.173,-2.513,19.439,-53.038,-5.570,-64.202,-7.564
91.778,-25.525,0.172,12.481,-44.859,-3.226,-58.038,-6.200
91.788,-11.730,6.519,24.444,-36.541,-1.598,-52.202,-4.963
91.798,-2.575,2.979,7.720,-27.370,-1.035,-45.417,-3.859
91.808,11.829,2.735,12.725,-16.618,0.328,-37.517,-2.644
91.818,20.130,7.130,11.138,-5.228,2.699,-28.499,-1.188
91.828,39.052,7.252,6.133,7.397,4.746,-18.458,0.554
91.838,47.108,15.797,13.946,18.937,8.106,-7.839,2.634
91.849,67.007,11.647,9.673,31.591,9.684,3.220,4.746
91.859,79.824,22.145,9.185,43.973,12.171,14.689,6.748
91.869,82.144,20.558,1.860,55.537,15.537,26.458,9.257
91.879,92.886,25.807,-5.829,66.596,17.303,37.968,11.572
91.889,103.629,25.075,-7.416,77.515,18.780,49.314,13.635
91.899,104.850,17.262,-3.876,85.644,19.041,59.935,15.320
91.911,109.610,18.483,-7.050,94.162,18.512,71.814,16.587
91.921,115.592,17.506,-2.533,100.925,18.449,80.398,17.189
91.933,115.226,12.623,-5.097,105.784,15.377,89.296,16.836
91.945,123.039,11.036,-4.975,109.377,12.613,96.300,15.546
91.955,111.319,5.543,-12.421,110.523,10.939,100.740,14.251
91.967,115.592,-9.105,-19.502,110.346,7.118,104.324,12.412
91.979,89.102,-11.180,-18.647,108.644,1.139,106.701,8.894
91.991,75.674,-17.894,-18.769,97.447,-5.401,104.687,4.341
92.003,55.287,-21.434,-16.572,84.368,-10.988,98.968,-0.810
92.015,37.709,-21.801,-22.675,68.903,-14.952,89.616,-5.709
92.027,13.294,-22.777,-19.746,51.571,-16.048,77.668,-9.410
92.039,3.772,-20.702,-14.985,34.747,-17.905,63.668,-12.413
92.049,-12.951,-21.679,-20.722,19.982,-20.135,51.291,-14.695
92.061,-49.695,-30.102,-28.779,-0.988,-22.616,34.460,-17.404
92.073,-56.531,-29.980,-20.966,-19.165,-24.790,16.540,-19.923
92.084,-66.541,-24.975,-11.689,-35.920,-25.842,-1.154,-22.125
92.096,-80.946,-19.359,-20.356,-50.868,-24.354,-17.927,-23.193
92.108,-76.918,-15.331,-1.801,-60.452,-22.077,-32.791,-23.106
92.120,-81.801,-4.588,3.814,-69.292,-17.259,-45.574,-21.637
92.132,-86.440,-6.908,1.372,-75.907,-13.327,-56.183,-19.019
92.144,-58.607,-10.570,-5.097,-77.295,-10.978,-64.504,-16.127
92.154,-63.734,-0.682,0.029,-77.604,-7.902,-68.932,-13.835
92.166,-61.903,4.322,0.762,-74.544,-3.902,-71.618,-10.595
92.178,-63.368,15.675,9.917,-71.479,0.775,-72.104,-7.055
92.190,-54.944,11.402,4.546,-67.312,5.354,-70.987,-2.853
92.202,-55.433,12.257,20.416,-62.425,8.564,-68.294,1.138
92.214,-55.066,7.984,12.725,-58.937,9.496,-65.254,4.243
92.226,-48.230,8.229,11.993,-56.388,9.100,-62.258,6.185
92.238,-50.672,3.346,18.096,-53.377,8.115,-59.120,7.112
92.249,-38.464,6.519,23.345,-48.949,6.841,-55.894,7.192
92.260,-40.173,2.003,25.543,-45.752,6.147,-52.982,6.978
92.271,-26.013,-0.072,24.566,-40.178,4.131,-49.019,6.125
92.283,-20.397,8.229,18.096,-33.709,4.006,-44.075,5.306
92.295,-11.974,3.346,19.927,-26.070,4.713,-38.314,5.069
92.307,-3.551,12.501,19.927,-17.999,5.399,-31.708,5.001
92.319,14.881,8.106,19.439,-8.375,6.083,-24.260,5.373
92.331,22.327,7.862,10.528,1.945,7.409,-15.748,5.995
92.343,32.093,14.576,8.941,12.945,9.441,-6.385,7.015
92.355,42.470,16.041,0.762,23.162,10.595,3.409,8.103
92.365,60.659,24.342,8.452,34.025,13.315,11.989,9.390
92.377,63.833,24.831,0.029,44.794,17.246,23.054,11.872
92.389,71.890,23.366,-3.510,55.673,20.069,34.029,14.584
92.401,87.393,6.031,-6.684,64.054,18.337,44.152,16.454
92.413,80.313,15.431,0.518,69.153,15.429,52.918,16.432
92.425,78.604,5.543,-12.787,73.088,11.497,60.090,15.062
92.437,78.604,0.782,-3.754,76.525,8.416,65.889,13.081
92.449,84.463,-1.658,-12.787,79.481,4.766,70.672,10.420
92.460,84.097,-3.490,-17.182,80.996,1.958,74.402,7.504
92.470,89.834,-7.152,-10.468,81.119,-1.281,76.411,5.115
92.482,67.373,-19.115,-13.154,80.850,-7.385,78.527,1.175
92.494,65.175,-14.476,-10.712,73.171,-10.487,77.310,-2.815
92.506,36.122,-17.162,-27.681,63.223,-14.277,73.632,-6.679
92.518,22.938,-22.533,-21.455,49.450,-16.989,66.261,-10.168
92.530,-4.162,-35.229,-21.699,33.005,-21.069,56.046,-13.581
92.542,-13.439,-37.670,-26.704,17.599,-26.121,43.637,-17.663
92.554,-26.989,-31.567,-21.333,2.903,-29.057,30.243,-21.600
92.566,-38.098,-33.642,-17.304,-11.792,-30.954,16.251,-24.969
92.576,-33.337,-24.730,-19.135,-21.323,-30.872,5.221,-26.982
92.588,-46.888,-21.434,-16.450,-30.560,-27.716,-7.077,-27.776
92.600,-52.259,-8.006,-23.042,-38.946,-22.308,-18.204,-26.554
92.612,-59.461,-9.105,-11.811,-46.410,-17.627,-28.038,-23.784
92.624,-62.269,-4.344,-12.665,-52.432,-14.329,-36.449,-20.660
92.636,-68.983,-3.490,-16.206,-59.094,-11.730,-44.098,-17.706
92.648,-53.357,-9.349,-6.073,-62.096,-9.483,-51.101,-14.904
92.660,-54.212,-5.565,16.265,-61.763,-8.160,-55.551,-12.566
92.670,-58.607,-2.025,8.086,-62.292,-6.190,-57.736,-10.739
92.682,-47.498,6.519,4.790,-59.476,-1.710,-59.027,-7.860
92.693,-48.719,14.576,18.218,-56.418,1.817,-58.529,-4.777
92.705,-51.526,11.891,12.847,-53.039,5.578,-56.755,-1.284
92.717,-38.709,15.797,25.299,-48.328,9.660,-54.196,2.334
92.729,-35.291,21.535,21.758,-43.643,13.158,-50.777,5.881
92.741,-34.924,22.145,16.143,-39.199,14.842,-46.866,8.947
92.753,-35.291,17.018,23.101,-36.051,15.305,-43.071,11.296
92.765,-25.891,15.797,19.317,-32.012,16.065,-39.326,13.112
92.775,-10.509,12.989,14.190,-27.728,14.546,-36.268,13.657
92.787,-14.172,22.877,23.834,-23.955,14.344,-32.145,13.810
92.799,-4.772,14.088,17.730,-18.079,13.339,-27.556,13.700
92.811,-1.598,11.891,21.514,-12.841,13.426,-22.697,13.604
92.823,3.406,10.182,15.166,-6.195,13.783,-17.346,13.601
92.835,11.341,7.130,16.143,-0.365,12.794,-11.707,13.469
92.847,13.904,9.693,17.852,5.937,12.736,-5.695,13.315
92.859,23.426,7.862,17.364,12.490,10.862,0.319,12.610
92.871,34.535,7.130,3.081,19.633,9.771,6.662,11.679
92.881,40.028,-1.170,8.330,25.975,8.207,12.066,10.859
92.893,51.625,6.397,3.203,33.993,6.993,19.127,9.443
92.904,61.513,6.153,-0.702,42.434,5.310,26.735,8.021
92.916,74.819,12.379,-8.881,51.850,5.315,34.969,6.934
92.928,83.609,13.478,1.616,61.899,6.264,43.810,6.459
92.940,88.247,14.821,-10.834,72.625,7.975,53.374,6.716
92.952,102.164,8.351,-3.510,82.632,8.656,63.053,7.274
92.964,95.938,8.839,-6.928,90.668,10.204,72.759,8.346
92.976,122.672,-3.856,-21.211,99.424,7.801,81.482,8.637
92.988,101.554,3.468,-18.037,103.959,4.930,89.848,7.510
92.998,103.018,-1.658,-23.286,101.680,2.952,93.635,6.278
93.010,76.650,-6.419,-24.873,96.312,-0.669,95.681,4.135
93.022,66.518,-10.326,-13.520,86.246,-5.425,93.471,1.172
93.034,41.005,-25.951,-19.990,72.057,-12.425,87.379,-3.036
93.046,20.374,-35.595,-17.182,54.835,-20.728,77.417,-8.691
93.057,11.463,-28.271,-19.746,38.522,-25.043,64.782,-14.437
93.069,-8.800,-30.590,-17.670,22.110,-27.200,50.762,-19.015
93.081,-21.984,-18.138,-15.839,6.980,-26.221,36.183,-22.068
93.091,-28.088,-12.157,-22.553,-2.960,-22.872,24.792,-22.720
93.103,-36.267,-16.552,-4.364,-16.652,-19.666,10.754,-21.893
93.115,-57.508,-13.744,-15.961,-29.731,-17.460,-2.903,-20.640
93.127,-63.001,-4.466,-12.787,-41.899,-14.666,-16.084,-18.896
93.139,-69.715,-3.001,-9.369,-53.206,-11.406,-28.727,-16.541
93.151,-79.848,-0.682,-7.538,-63.112,-9.721,-40.436,-14.263
93.163,-87.416,-7.396,-0.824,-71.494,-7.585,-51.026,-11.853
93.175,-84.120,2.491,15.044,-77.711,-5.503,-60.306,-9.722
93.187,-90.712,0.416,13.946,-83.352,-4.162,-68.333,-7.814
93.197,-73.500,-4.588,13.580,-84.029,-3.567,-73.450,-6.493
93.209,-61.903,-7.884,5.645,-80.101,-4.438,-76.385,-5.612
93.221,-60.072,0.660,19.195,-75.721,-3.086,-76.920,-4.997
93.233,-52.259,6.397,17.120,-69.355,-0.372,-75.110,-3.566
93.245,-47.132,6.275,24.810,-61.752,1.164,-71.070,-1.975
93.256,-32.727,10.792,27.618,-52.983,3.480,-65.537,-0.315
93.268,-19.909,15.919,21.148,-42.095,6.463,-58.261,1.774
93.280,-4.894,16.896,16.143,-30.332,10.990,-49.292,4.654
93.292,10.120,22.755,23.468,-16.396,15.088,-38.748,8.048
93.302,22.816,21.657,20.049,-5.546,18.006,-29.448,10.911
93.314,37.831,20.802,15.899,9.221,19.529,-16.750,14.050
93.326,48.818,23.122,19.195,22.655,20.340,-3.687,16.202
93.338,63.344,20.314,12.237,36.297,21.395,9.622,18.098
93.350,75.674,25.929,18.462,49.948,24.401,23.164,20.180
93.362,89.834,27.882,11.626,63.465,25.701,36.565,22.089
93.374,100.089,23.976,13.702,76.277,24.931,49.843,23.234
93.386,103.873,18.117,1.860,85.440,22.603,62.108,23.328
93.398,117.423,11.036,-11.567,98.001,18.856,74.180,22.235
93.408,101.187,8.839,-6.073,99.392,16.700,82.073,20.723
93.420,103.018,6.153,-13.886,102.341,11.831,89.497,17.922
93.432,99.478,-1.536,-4.120,100.371,7.864,93.853,14.692
93.444,93.985,-6.053,-4.486,97.879,3.194,95.778,10.985
93.455,64.321,-24.364,-12.055,92.205,-3.297,95.516,6.564
93.467,-41.028,-87.965,7.598,41.361,-39.247,81.483,-6.585
93.479,-15.148,-42.675,14.190,14.283,-43.876,58.827,-20.541
93.491,12.195,-8.250,-5.463,10.569,-36.722,40.807,-27.997
93.503,40.639,6.153,-17.548,18.788,-21.763,31.090,-27.665
93.513,-8.190,-31.445,-20.600,19.126,-16.644,27.894,-24.167
93.525,-17.834,-17.162,-4.120,5.422,-20.062,20.988,-22.562
93.537,24.891,-8.006,-7.294,7.252,-16.204,15.041,-20.723
93.549,-6.359,-52.319,-8.515,5.175,-23.308,11.928,-20.288
93.561,-1.354,-38.769,-0.580,2.802,-29.416,8.738,-23.112
93.573,4.749,-30.834,5.034,4.124,-31.343,6.897,-26.108
93.585,-2.086,-2.513,7.232,1.348,-23.851,5.105,-26.535
93.597,2.796,6.886,8.697,0.838,-14.536,3.509,-23.287
93.608,1.087,-9.227,1.860,-0.094,-10.409,2.187,-18.798
93.619,-3.673,-18.261,8.330,0.560,-12.214,1.716,-16.418
93.630,-6.481,-40.722,11.626,-0.405,-21.240,1.169,-16.963
93.642,0.232,-40.600,-2.167,-0.089,-28.096,0.578,-20.419
93.654,2.185,-16.185,6.499,0.271,-27.059,0.329,-23.300
93.666,-0.621,-9.960,10.161,-0.473,-23.489,0.144,-23.971
93.678,-8.800,-23.388,6.988,-1.073,-22.438,-0.116,-23.431
93.690,7.434,-23.144,0.151,0.512,-23.748,-0.146,-23.404
93.702,-11.486,-2.757,0.762,-1.540,-22.335,-0.156,-23.514
93.714,-11.974,-1.658,-0.092,-1.451,-14.103,-0.181,-20.850
93.724,-5.016,2.735,6.133,-1.283,-9.409,-0.445,-17.682
93.735,2.307,-0.560,0.396,-0.255,-5.955,-0.477,-13.810
93.747,-0.377,1.148,-2.900,-0.979,-4.937,-0.562,-10.612
93.759,-5.016,4.566,0.640,-0.748,-2.621,-0.597,-7.877
93.771,-5.260,0.660,-5.219,-1.174,-3.070,-0.699,-6.109
93.783,4.138,3.956,9.185,-0.813,-1.820,-0.856,-4.681
93.795,-5.871,-3.123,0.273,-0.313,-1.376,-0.617,-3.472
93.807,2.918,2.125,7.110,-0.088,0.177,-0.425,-2.282
93.819,-3.795,-2.025,4.912,-0.726,0.106,-0.505,-1.342
93.829,0.110,-3.368,3.203,-0.252,-0.508,-0.521,-0.975
93.841,3.894,-1.536,-0.702,0.890,-0.760,-0.124,-0.921
93.853,0.965,-0.560,-6.195,0.269,-0.950,0.017,-0.934
93.864,-3.185,-4.588,-0.946,-0.229,-2.178,0.067,-1.248
93.876,-1.110,-1.536,1.860,0.056,-1.263,0.067,-1.419
93.888,-1.842,2.735,-6.195,0.192,-0.378,0.248,-1.073
93.900,0.110,1.514,7.720,-0.549,0.403,0.002,-0.595
93.912,-8.312,-4.100,4.912,-0.481,-0.099,-0.018,-0.340
93.924,4.383,2.247,0.640,-0.085,0.136,-0.221,-0.218
93.936,2.185,1.514,-3.632,0.465,-0.074,-0.058,-0.183
93.946,1.331,2.491,1.250,0.439,0.892,0.120,0.055
93.958,4.138,-1.170,3.692,-0.100,0.749,-0.022,0.372
93.969,-3.551,3.101,1.494,-0.620,-0.108,-0.104,0.299
93.981,9.754,-1.414,-5.707,0.272,1.182,-0.138,0.542
93.993,-0.133,-3.612,-11.811,0.704,0.749,0.176,0.768
94.005,-0.866,-4.466,-1.557,0.451,1.101,0.323,0.974
94.017,-0.133,4.688,5.278,-0.093,0.965,0.300,0.944
94.027,-0.133,0.660,2.715,-0.638,0.309,-0.124,0.801
94.039,5.603,0.904,-0.702,-0.468,0.166,-0.445,0.510
94.050,-0.255,-1.048,5.034,-0.659,1.152,-0.448,0.703
94.061,4.016,-0.804,-2.167,-0.788,-0.072,-0.731,0.558
94.072,-5.627,-0.072,-3.266,-0.829,-0.214,-0.622,0.219
94.084,0.965,-1.903,6.988,0.105,-0.358,-0.525,-0.003
94.095,2.674,-1.292,1.372,-0.107,-0.911,-0.376,-0.330
94.106,-2.208,4.444,1.738,-1.551,0.173,-0.739,-0.356
94.117,-4.406,-3.612,-2.900,-1.390,0.385,-0.931,0.111
94.129,-0.133,3.468,11.748,0.381,0.661,-0.414,0.353
94.140,-2.208,-8.006,-6.562,-0.431,0.000,-0.140,0.587
94.151,5.603,1.026,-1.923,0.783,0.532,-0.025,0.409
94.162,1.331,0.172,6.621,-0.040,-0.575,-0.132,0.158
94.174,6.336,-2.269,11.138,0.493,-0.671,-0.145,-0.093
94.185,4.138,2.369,1.982,0.979,-0.186,0.191,-0.227
94.196,0.720,-7.274,9.185,-0.187,-0.916,0.016,-0.423
94.207,1.331,-0.194,3.569,-0.589,0.459,-0.258,-0.196
94.219,-0.133,0.660,-3.754,1.230,0.071,0.233,-0.049
94.230,-2.331,1.759,0.396,0.356,-0.812,0.555,-0.310
94.241,0.842,-7.762,-2.533,-0.397,-1.217,0.209,-0.402
94.252,-0.011,1.392,2.227,-1.103,-1.699,-0.156,-0.869
94.263,3.528,-2.269,-5.585,-0.156,-1.320,-0.333,-1.095
94.275,5.847,2.857,-5.951,0.205,-0.520,-0.257,-1.030
94.286,4.138,-1.048,-6.440,0.178,-1.119,-0.105,-0.971
94.297,-7.946,-2.757,3.814,0.101,-1.057,0.192,-1.067
94.309,-4.040,3.101,1.494,-0.673,-0.216,-0.064,-0.839
94.320,-2.086,-0.804,-3.998,0.400,0.559,-0.005,-0.314
94.331,3.284,-1.903,7.842,1.040,-0.236,0.325,-0.118
94.342,-3.063,-6.541,0.640,0.565,-1.044,0.575,-0.292
94.353,0.232,5.421,-4.120,-0.016,0.082,0.333,-0.335
94.365,3.406,5.909,5.889,-0.024,0.755,0.106,-0.063
94.376,-0.133,-2.757,-5.463,0.167,-0.414,0.172,0.104
94.387,0.476,1.026,0.396,0.753,-0.149,0.319,0.002
94.399,-1.354,2.857,-0.458,-0.433,-0.288,0.215,-0.147
94.410,0.842,3.346,0.640,-0.053,0.478,0.025,0.024
94.421,0.720,-5.077,10.284,0.236,-0.412,-0.009,0.024
94.432,0.720,-2.757,-4.120,-0.064,-0.126,-0.036,-0.006
94.443,5.359,2.735,-6.806,0.808,-0.953,0.263,-0.460
94.455,4.627,2.613,4.058,1.060,-0.835,0.444,-0.612
94.466,5.725,2.003,-0.214,1.011,0.123,0.677,-0.445
94.477,-2.453,0.782,-7.050,0.578,0.852,0.800,0.018
94.488,-0.499,2.247,10.528,0.297,0.761,0.617,0.248
94.500,4.749,-3.368,4.058,0.195,-0.493,0.295,0.189
94.511,-4.162,-6.664,-1.068,-0.174,-1.745,0.230,-0.310
94.522,-1.110,1.514,1.128,-0.664,-0.330,-0.005,-0.462
94.533,-0.255,-5.931,0.396,-0.217,-0.642,-0.214,-0.319
94.545,1.209,-2.147,11.993,-0.321,-0.119,-0.241,-0.374
94.556,4.871,-2.635,1.738,-0.013,-0.734,-0.253,-0.469
94.567,-6.725,-8.373,-1.068,-1.042,-0.874,-0.287,-0.558
94.578,4.627,5.421,4.790,-0.468,-0.454,-0.596,-0.764
94.589,1.087,3.346,1.372,-0.427,-0.392,-0.552,-0.752
94.601,3.894,-0.438,1.982,-0.098,-0.980,-0.528,-0.784
94.612,-0.988,-4.954,4.180,0.449,-1.537,-0.042,-0.878
94.623,-0.866,-5.565,-2.900,-0.801,-1.410,-0.203,-1.148
94.635,-5.138,4.444,0.273,-0.547,-0.611,-0.271,-1.083
94.646,2.796,1.270,-3.144,1.430,-0.189,0.160,-0.817
94.657,0.476,0.172,2.471,0.714,-0.086,0.511,-0.586
94.668,-4.040,-1.170,4.424,0.907,0.697,0.676,-0.061
94.679,-1.354,-7.152,-5.585,0.218,-1.203,0.705,-0.110
94.691,-0.133,2.735,-6.440,-0.710,-1.616,0.140,-0.889
